Symbol,Description,Exchange
SORL,Sorl Auto Parts Inc,NASDAQ
SOXX,PHLX Semiconductor Ishares ETF,NASDAQ
SP,SP Plus Corp,NASDAQ
SPAR,Spartan Motors Inc,NASDAQ
SPCB,Supercom Ltd,NASDAQ
SPEX,Spherix Inc,NASDAQ
SPFI,South Plains Financial Inc,NASDAQ
SPHS,Sophiris Bio,NASDAQ
SPI,Spi Energy Co. Ads,NASDAQ
SPKE,Spark Energy,NASDAQ
SPKEP,Spark Energy Inc,NASDAQ
SPLK,Splunk Inc,NASDAQ
SPNE,Seaspine Holdings,NASDAQ
SPNS,Sapiens Intl Cp NV,NASDAQ
SPOK,Spok Holdings Inc,NASDAQ
SPPI,Spectrum Pharma Inc,NASDAQ
SPRO,Spero Therapeutics Inc,NASDAQ
SPRT,Support.com Inc,NASDAQ
SPSC,Sps Commerce Inc,NASDAQ
SPTN,Spartannash Company,NASDAQ
SPWH,Sportsman's Wareh,NASDAQ
SPWR,Sunpower Corp,NASDAQ
SQBG,Sequential Brands,NASDAQ
SQLV,Legg Small-Cap Quality Value ETF,NASDAQ
SQQQ,Ultrapro Short QQQ Proshares,NASDAQ
SRAX,Social Reality Inc,NASDAQ
SRCE,1st Source Corp,NASDAQ
SRCL,Stericycle Inc,NASDAQ
SRDX,Surmodics Inc,NASDAQ
SRET,G-X Super Dividend REIT ETF,NASDAQ
SREV,Servicesrce Intl Inc,NASDAQ
SRNE,Sorrento Therpt,NASDAQ
SRPT,Sarepta Therapeutics,NASDAQ
SRRA,Sierra Oncology Inc,NASDAQ
SRRK,Scholar Rock Holding Corp,NASDAQ
SRTS,Sensus Healthcare Inc,NASDAQ
SRTSW,Sensus Healthcare Inc WT,NASDAQ
SSB,South State Cp,NASDAQ
SSBI,Summit State Bank,NASDAQ
SSFN,Stewardship,NASDAQ
SSKN,Strata Skin Scien,NASDAQ
SSNC,SS&C Technologies,NASDAQ
SSNT,Silversun Technologies Inc Cl A,NASDAQ
SSP,E.W. Scripps Company,NASDAQ
SSPKU,Silver Spike Acquisition Corp. Units,NASDAQ
SSRM,Silver Standard Resources Inc,NASDAQ
SSSS,Sutter Rock Capital Corp,NASDAQ
SSTI,Shotspotter Inc,NASDAQ
SSYS,Stratasys Ltd,NASDAQ
STAA,Staar Surgical Company,NASDAQ
STAF,Staffing 360 Solutions Inc,NASDAQ
STAY,Extended Stay America Inc,NASDAQ
STBA,S&T Bancorp Inc,NASDAQ
STCN,Steel Connect Inc,NASDAQ
STFC,State Auto Finl Corp,NASDAQ
STIM,Neuronetics Inc,NASDAQ
STKL,Sunopta Inc,NASDAQ
STKS,The One Group,NASDAQ
STLD,Steel Dynamics Inc,NASDAQ
STML,Stemline Therapeutic,NASDAQ
STMP,Stamps.com Inc,NASDAQ
STND,Standard Financial,NASDAQ
STNE,Stoneco Ltd Cl A,NASDAQ
STNL,Sentinel Energy Services Inc Cl A,NASDAQ
STNLU,Sentinel Energy Services Inc,NASDAQ
STNLW,Sentinel Energy Services Inc WT,NASDAQ
STOK,Stoke Therapeutics Inc,NASDAQ
STRA,Strayer Education,NASDAQ
STRL,Sterling Constructio,NASDAQ
STRM,Streamline Health So,NASDAQ
STRO,Sutro Biopharma Inc,NASDAQ
STRS,Stratus Pptys Inc,NASDAQ
STRT,Strattec Security,NASDAQ
STSA,Satsuma Pharmaceuticals Inc,NASDAQ
STX,Seagate Tech Ord Shs,NASDAQ
STXB,Spirit of Texas Bancshares Inc,NASDAQ
SUMR,Summer Infant Inc,NASDAQ
SUNS,Solar Senior Capital,NASDAQ
SUNW,Sunworks Inc,NASDAQ
SUPN,Supernus Pharm,NASDAQ
SURF,Surface Oncology Inc,NASDAQ
SUSB,1-5 Year USD Corp Bond Ishares ESG ETF,NASDAQ
SUSC,USD Corp Bond Ishares ESG ETF,NASDAQ
SUSL,Ishares ESG MSCI USA Leaders ETF,NASDAQ
SVBI,Severn Bancorp Inc,NASDAQ
SVMK,Svmk Inc,NASDAQ
SVRA,Savara Inc,NASDAQ
SVVC,Firsthand Technology,NASDAQ
SWAV,Shockwave Medical Inc,NASDAQ
SWIR,Sierra Wireless IN,NASDAQ
SWKS,Skyworks Solutions,NASDAQ
SWTX,Springworks Therapeutics Inc,NASDAQ
SXTC,China Sxt Pharmaceuticals Inc,NASDAQ
SY,So-Young International Inc ADR,NASDAQ
SYBT,Stock Yards Bancorp,NASDAQ
SYBX,Synlogic Inc,NASDAQ
SYKE,Sykes Enterprises,NASDAQ
SYMC,Symantec Corp,NASDAQ
SYNA,Synaptics Inc,NASDAQ
SYNC,Synacor Inc,NASDAQ
SYNH,Syneos Health Inc,NASDAQ
SYNL,Synalloy Cp,NASDAQ
SYPR,Sypris Solutions,NASDAQ
SYRS,Syros Pharmaceuticals,NASDAQ
TA,Travelcenters of America Llc,NASDAQ
TACO,Del Taco Rest,NASDAQ
TACOW,Del Taco Rest Wts,NASDAQ
TACT,Transact Tech Inc,NASDAQ
TAIT,Taitron Components,NASDAQ
TANH,Tantech Holdings,NASDAQ
TANNI,Travelcenters of America Llc,NASDAQ
TANNL,Travelcenters of America Llc,NASDAQ
TANNZ,Travelcenters of America Llc,NASDAQ
TAOP,Taoping Inc,NASDAQ
TAST,Carrols Rstrnt Group,NASDAQ
TATT,T A T Tech Ltd,NASDAQ
TAYD,Taylor Devices Inc,NASDAQ
TBBK,The Bancorp Inc,NASDAQ
TBIO,Translate Bio Inc,NASDAQ
TBK,Triumph Bancorp,NASDAQ
TBLT,Toughbuilt Industries Inc,NASDAQ
TBLTU,Toughbuilt Industries Inc Cl A Units,NASDAQ
TBLTW,Toughbuilt Industries Inc WT,NASDAQ
TBNK,Territorial Bancorp,NASDAQ
TBPH,Theravance Bio Ord,NASDAQ
TC,Tuanche Ltd ADR,NASDAQ
TCBI,Texas Capital Bncsh,NASDAQ
TCBIL,Texas Cap 6.5 Sr NTS,NASDAQ
TCBIP,Texas Capital,NASDAQ
TCBK,Trico Bancshares,NASDAQ
TCCO,Technical Commctn Cp,NASDAQ
TCDA,Tricida Inc,NASDAQ
TCF,TCF Financial Corp,NASDAQ
TCFC,The Community Fin Cp,NASDAQ
TCFCP,TCF Financial Corp,NASDAQ
TCGP,The Carlyle Group LP,NASDAQ
TCMD,Tactile Systems Technology Inc,NASDAQ
TCON,Tracon Pharma,NASDAQ
TCPC,TCP Capital Corp,NASDAQ
TCRD,THL Credit Inc,NASDAQ
TCRR,Tcr2 Therapeutics Inc,NASDAQ
TCX,Tucows Inc Cl A,NASDAQ
TDAC,Trident Acquisitions Corp,NASDAQ
TDACU,Trident Acquisitions Corp Units,NASDAQ
TDACW,Trident Acquisitions Corp WT,NASDAQ
TDIV,Nasdaq Technology Dividend Index Fund FT,NASDAQ
TEAM,Atlassian Cls A Ord,NASDAQ
TECD,Tech Data Cp,NASDAQ
TECH,Bio-Techne Cp,NASDAQ
TECTP,Tectonic Financial Inc 9.00% Fixed-To-Floating,NASDAQ
TEDU,Tarena Intl ADR,NASDAQ
TELL,Tellurian Inc New,NASDAQ
TENB,Tenable Holdings Inc,NASDAQ
TENX,Tenax Therapeutics,NASDAQ
TER,Teradyne Inc,NASDAQ
TERP,Terraform Power Inc,NASDAQ
TESS,Tessco Tech Inc,NASDAQ
TEUM,Pareteum Corp,NASDAQ
TFSL,Tfs Financial Corp,NASDAQ
TGA,Transglobe Energy Cp,NASDAQ
TGEN,Tecogen Inc,NASDAQ
TGLS,Tecnoglass Inc,NASDAQ
TGTX,Tg Therapeuticscmn,NASDAQ
TH,Target Hospitality Corp,NASDAQ
THBRU,Thunder Bridge Acquisition II Ltd. Units,NASDAQ
THCA,Tuscan Holdings Corp. II,NASDAQ
THCAU,Tuscan Holdings Corp. II Unit,NASDAQ
THCAW,Tuscan Holdings Corp. II WT,NASDAQ
THCB,Tuscan Holdings Corp,NASDAQ
THCBU,Tuscan Holdings Corp Unit,NASDAQ
THCBW,Tuscan Holdings Corp. WT,NASDAQ
THFF,First Finl Corp [In],NASDAQ
THOR,Synthorx Inc,NASDAQ
THRM,Gentherm Inc,NASDAQ
THWWW,Target Hospitality Corp. WT,NASDAQ
TIBR,Tiberius Acquisition Corp,NASDAQ
TIBRU,Tiberius Acquisition Corp Units,NASDAQ
TIBRW,Tiberius Acquisition WT,NASDAQ
TIGO,Millicom International Cellular S.A.,NASDAQ
TIGR,Up Fintech Holding Ltd ADR,NASDAQ
TILE,Interface Inc,NASDAQ
TIPT,Tiptree Fncl Cl A,NASDAQ
TITN,Titan Machinery Inc,NASDAQ
TIVO,Tivo Corp,NASDAQ
TKKS,Tkk Symphony Acquisition Corp,NASDAQ
TKKSR,Tkk Symphony Acquisition Corp Right,NASDAQ
TKKSU,Tkk Symphony Acquisition Corp Unit,NASDAQ
TKKSW,Tkk Symphony Acquisition Corp WT,NASDAQ
TLC,Taiwan Liposome Company Ltd ADR,NASDAQ
TLF,Tandy Leather Fctry,NASDAQ
TLGT,Teligent,NASDAQ
TLND,Talend S.A.,NASDAQ
TLRY,Tilray Inc,NASDAQ
TLSA,Tiziana Life Sciences Plc ADR,NASDAQ
TLT,20+ Year Treas Bond Ishares ETF,NASDAQ
TMCX,Trinity Merger Corp Cl A,NASDAQ
TMCXU,Trinity Merger Corp Unit,NASDAQ
TMCXW,Trinity Merger Corp WT,NASDAQ
TMDI,Titan Medical Inc,NASDAQ
TMDX,Transmedics Group Inc,NASDAQ
TMSR,Tmsr Holding Company Ltd,NASDAQ
TMUS,T-Mobile US,NASDAQ
TNAV,Telenav Inc,NASDAQ
TNDM,Tandem Diabetes Care,NASDAQ
TNXP,Tonix Pharm Hldg,NASDAQ
TOCA,Tocagen Inc,NASDAQ
TOPS,Top Ships Inc,NASDAQ
TORC,Restorbio Inc,NASDAQ
TOTA,Tottenham Acquisition I Ltd,NASDAQ
TOTAR,Tottenham Acquisition I Ltd Right,NASDAQ
TOTAU,Tottenham Acquisition I Ltd Unit,NASDAQ
TOTAW,Tottenham Acquisition I Ltd WT,NASDAQ
TOUR,Tuniu Corporatio Ads,NASDAQ
TOWN,Towne Bank,NASDAQ
TPCO,Tribune Publishing Company,NASDAQ
TPIC,Tpi Composites Inc,NASDAQ
TPTX,Turning Point Therapeutics Inc,NASDAQ
TQQQ,Ultrapro QQQ Proshares,NASDAQ
TRCB,Two River Bncrp,NASDAQ
TRCH,Torchlight Energy,NASDAQ
TREE,Lendingtree Inc,NASDAQ
TRHC,Tabula Rasa Healthcare Inc,NASDAQ
TRIB,Trinity Bio ADR,NASDAQ
TRIL,Trillium Therapeutic,NASDAQ
TRIP,Tripadvisor Inc,NASDAQ
TRMB,Trimble Navigation,NASDAQ
TRMD,Torm Plc Cl A,NASDAQ
TRMK,Trustmark Corp,NASDAQ
TRMT,Tremont Mortgage Trust,NASDAQ
TRNS,Transcat Inc,NASDAQ
TRNX,Taronis Technologies Inc,NASDAQ
TROV,Trovagene Inc,NASDAQ
TROW,T Rowe Price Group,NASDAQ
TRPX,Therapix Biosciences Ltd,NASDAQ
TRS,Trimas Corp,NASDAQ
TRST,Trustco Bank Corp NY,NASDAQ
TRUE,Truecar Inc,NASDAQ
TRUP,Trupanion Inc,NASDAQ
TRVG,Trivago NV,NASDAQ
TRVI,Trevi Therapeutics Inc,NASDAQ
TRVN,Trevena Inc,NASDAQ
TSBK,Timberland Bancorp,NASDAQ
TSC,Tristate Capital Hld,NASDAQ
TSCAP,Tristate Capital Holdings Inc Dep Shs Repstg 1/4,NASDAQ
TSCBP,Tristate Capital Holdings Inc - Fxdfr Prf Perpet,NASDAQ
TSCO,Tractor Supply Company,NASDAQ
TSEM,Tower Semiconductor,NASDAQ
TSG,The Stars Group Inc,NASDAQ
TSLA,Tesla Inc,NASDAQ
TSRI,T S R Inc,NASDAQ
TTD,Trade Desk Inc,NASDAQ
TTEC,Teletech Hldgs,NASDAQ
TTEK,Tetra Tech Inc,NASDAQ
TTGT,Techtarget Inc,NASDAQ
TTMI,TTM Technologies,NASDAQ
TTNP,Titan Pharma,NASDAQ
TTOO,T2 Biosystems CS,NASDAQ
TTPH,Tetraphase Pharmaceu,NASDAQ
TTS,Tile Shop Hldgs,NASDAQ
TTTN,Tigershares China-U.S. Internet Titans ETF,NASDAQ
TTWO,Take-Two Interacti,NASDAQ
TUES,Tuesday Morning Company,NASDAQ
TUR,Turkey Ishares MSCI ETF,NASDAQ
TURN,180 Degree Capital Corp,NASDAQ
TUSA,Total US Market Alphadex ETF FT,NASDAQ
TUSK,Mammoth Energy Services Inc,NASDAQ
TVIX,VS 2X VIX Short Term,NASDAQ
TVTY,Tivity Health,NASDAQ
TW,Tradeweb Markets Inc,NASDAQ
TWIN,Twin Disc Inc,NASDAQ
TWMC,Trans World Entertainment Corp,NASDAQ
TWNK,Hostess Brands Inc,NASDAQ
TWNKW,Gores Holdings Warr,NASDAQ
TWOU,2U Inc,NASDAQ
TWST,Twist Bioscience Corp,NASDAQ
TXG,10X Genomics Inc,NASDAQ
TXMD,Therapeuticsmd Inc,NASDAQ
TXN,Texas Instruments,NASDAQ
TXRH,Texas Roadhouse Inc,NASDAQ
TYHT,Shineco Inc,NASDAQ
TYME,Tyme Technologies,NASDAQ
TYPE,Monotype Imag. Hold.,NASDAQ
TZAC,Tenzing Acquisition Corp,NASDAQ
TZACU,Tenzing Acquisition Corp Units,NASDAQ
TZACW,Tenzing Acquisition Corp WT,NASDAQ
TZOO,Travelzoo Inc,NASDAQ
UAE,UAE Ishares MSCI ETF,NASDAQ
UAL,United Continental Holdings,NASDAQ
UBCP,United Bncp Inc,NASDAQ
UBFO,United Security Bcsh,NASDAQ
UBIO,Ultrapro Biotechnology Proshares,NASDAQ
UBNK,United Fin Bncp New,NASDAQ
UBOH,United Bancshares,NASDAQ
UBSI,United Bkshs Inc,NASDAQ
UBX,Unity Biotechnology Inc,NASDAQ
UCBI,United Comm Banks,NASDAQ
UCFC,United Community Fnl,NASDAQ
UCTT,Ultra Clean Holdings,NASDAQ
UEIC,Universal Elect IN,NASDAQ
UEPS,Net 1 Ueps Techs Inc,NASDAQ
UFCS,United Fire Group,NASDAQ
UFPI,Universal Forest Prd,NASDAQ
UFPT,U F P Tech Inc,NASDAQ
UG,United Guardian Inc,NASDAQ
UGLD,VS 3X Gold,NASDAQ
UHAL,A M E R C O,NASDAQ
UIHC,United Insurance Hld,NASDAQ
ULBI,Ultralife Corp,NASDAQ
ULH,Universal Logis Hldg,NASDAQ
ULTA,Ulta Beauty Inc,NASDAQ
UMBF,Ump Financial Corp,NASDAQ
UMPQ,Umpqua Holdings Corp,NASDAQ
UMRX,Unum Therapeutics Inc,NASDAQ
UNAM,Unico American Cp,NASDAQ
UNB,Union Bankshares Inc,NASDAQ
UNIT,Uniti Group Inc,NASDAQ
UNTY,Unity Bancorp Inc,NASDAQ
UONE,Urban One Inc,NASDAQ
UONEK,Urban One Inc,NASDAQ
UPLD,Upland Software Inc,NASDAQ
UPWK,Upwork Inc,NASDAQ
URBN,Urban Outfitters Inc,NASDAQ
URGN,Urogen Pharma Ltd,NASDAQ
UROV,Urovant Sciences Ltd,NASDAQ
USAK,U S A Truck Inc,NASDAQ
USAP,Universal Stainles,NASDAQ
USAT,USA Technologies Inc,NASDAQ
USATP,USA Technologies Pfd,NASDAQ
USAU,U.S. Gold Corp,NASDAQ
USCR,U S Concrete Inc,NASDAQ
USEG,U S Energy Corp,NASDAQ
USIG,Broad USD Investment Gr. Corp Bond Ishares ETF,NASDAQ
USIO,Usio Inc,NASDAQ
USLB,Russell 1000 Low Beta EW Invesco ETF,NASDAQ
USLM,U S Lime & Mineral,NASDAQ
USLV,VS 3X Silver,NASDAQ
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,NASDAQ
USOI,Credit Suisse Ag Credit Suisse X-Links Crude Oil,NASDAQ
USWS,U.S. Well Services Inc,NASDAQ
USWSW,U.S. Well Services Inc WT,NASDAQ
UTHR,United Therapeutic,NASDAQ
UTMD,Utah Medical Prod,NASDAQ
UTSI,Utstarcom Holdings C,NASDAQ
UVSP,Univest Corp of Penn,NASDAQ
UXIN,Uxin Ltd Ads,NASDAQ
VALU,Value Line Inc,NASDAQ
VALX,Validea Market Legends ETF,NASDAQ
VBFC,Village Bank & Trust,NASDAQ
VBIV,Vbi Vaccines Inc CS,NASDAQ
VBLT,Vascular Biogen. Ord,NASDAQ
VBTX,Veritex Holdings,NASDAQ
VC,Visteon Corp,NASDAQ
VCEL,Vericel Corproation,NASDAQ
VCIT,Interm Corp Bond Vanguard,NASDAQ
VCLT,Long-Term Corp Bond Vanguard,NASDAQ
VCNX,Vaccinex Inc,NASDAQ
VCSH,Sht-Term Corp Bond Vanguard,NASDAQ
VCTR,Victory Capital Holdings Inc Cl A,NASDAQ
VCYT,Veracyte Inc,NASDAQ
VECO,Veeco Instrument,NASDAQ
VEON,Veon Ltd,NASDAQ
VERB,Verb Technology Company Inc,NASDAQ
VERBW,Verb Technology Company Inc WT,NASDAQ
VERI,Veritone Inc,NASDAQ
VERU,Veru Inc,NASDAQ
VERY,Vericity Inc,NASDAQ
VETS,Pacer Military Times Best Employers ETF,NASDAQ
VFF,Village Farms Intl,NASDAQ
VGIT,Interm Govt Bond Vanguard,NASDAQ
VGLT,Long-Term Govt Bond Vanguard,NASDAQ
VGSH,Sht-Term Govt Bond Vanguard,NASDAQ
VIA,Viacom Inc Cl A,NASDAQ
VIAB,Viacom Inc Cl B,NASDAQ
VIAV,Viavi Solutions,NASDAQ
VICL,Vical Incorporated,NASDAQ
VICR,Vicor Cp,NASDAQ
VIGI,Intl Div Appreciation ETF Vanguard,NASDAQ
VIIX,VS VIX Short Term,NASDAQ
VIOT,Viomi Technology Co. Ltd ADR,NASDAQ
VIRC,Virco MFG Cp,NASDAQ
VIRT,Virtu Financial Cm A,NASDAQ
VISL,Vislink Technologies Inc,NASDAQ
VIVE,Viveve Medical,NASDAQ
VIVO,Meridian Bioscience,NASDAQ
VKTX,Viking Thera,NASDAQ
VKTXW,Viking Theraptcs Wts,NASDAQ
VLGEA,Village Super Mkt,NASDAQ
VLRX,Valeritas Holdings Inc,NASDAQ
VLY,Valley National Bancorp,NASDAQ
VLYPO,Valley National Bancorp Pfd Series B,NASDAQ
VLYPP,Valley National Bancorp Pfd Series A,NASDAQ
VMBS,Mortgage-Backed Securities Vanguard,NASDAQ
VMD,Viemed Healthcare Inc,NASDAQ
VNDA,Vanda Pharmaceuticals,NASDAQ
VNET,21Vianet Group Inc,NASDAQ
VNOM,Viper Energy LP,NASDAQ
VNQI,Global Ex-US Real Estate Vanguard,NASDAQ
VOD,Vodafone Grp Plc Ads,NASDAQ
VONE,Russell 1000 Vanguard,NASDAQ
VONG,Russell 1000 Growth Vanguard,NASDAQ
VONV,Russell 1000 Value Vanguard,NASDAQ
VOXX,Voxx Intl Corp,NASDAQ
VRA,Vera Bradley,NASDAQ
VRAY,Viewray Inc,NASDAQ
VRCA,Verrica Pharmaceuticals Inc,NASDAQ
VREX,Varex Imaging Corp,NASDAQ
VRIG,Variable Rate Investment Grade Invesco ETF,NASDAQ
VRML,Vermillion Inc,NASDAQ
VRNA,Verona Pharma Plc ADR,NASDAQ
VRNS,Varonis Systems Inc,NASDAQ
VRNT,Verint Systems Inc,NASDAQ
VRRM,Verra Mobility Corp,NASDAQ
VRSK,Verisk Analytics Inc,NASDAQ
VRSN,Verisign Inc,NASDAQ
VRTS,Virtus Inv Partners,NASDAQ
VRTSP,Virtus Investment Partners Inc Mandatory Pfd Con,NASDAQ
VRTU,Virtusa Corp,NASDAQ
VRTX,Vertex Pharmaceutic,NASDAQ
VSAT,Viasat Inc,NASDAQ
VSDA,Victory Dividend Accelerator ETF,NASDAQ
VSEC,V S E Cp,NASDAQ
VSMV,Victory Portfolios II Victoryshares US Multi-Fac,NASDAQ
VSTM,Verastem Inc,NASDAQ
VTC,Total Corporate Bond Vanguard ETF,NASDAQ
VTGN,Vistagen Therap. Com,NASDAQ
VTHR,Russell 3000 Vanguard,NASDAQ
VTIP,Sht-Term Infl Protected Vanguard,NASDAQ
VTIQ,Vectoiq Acquisition Corp,NASDAQ
VTIQU,Vectoiq Acquisition Corp Unit,NASDAQ
VTIQW,Vectoiq Acquisition Corp WT,NASDAQ
VTNR,Vertex Energy,NASDAQ
VTSI,Virtra Systems Inc,NASDAQ
VTVT,Vtv Theraptcs Cl A,NASDAQ
VTWG,Russell 2000 Growth Vanguard,NASDAQ
VTWO,Russell 2000 Vanguard,NASDAQ
VTWV,Russell 2000 Value Vanguard,NASDAQ
VUZI,Vuzix Corp,NASDAQ
VVPR,Vivopower International Plc,NASDAQ
VVUS,Vivus Inc,NASDAQ
VWOB,EM Govt Bond Vanguard,NASDAQ
VXRT,Vaxart Inc,NASDAQ
VXUS,Total Intl Stock ETF Vanguard,NASDAQ
VYGR,Voyager Therapeut,NASDAQ
VYMI,Intl High Divd Yld ETF Vanguard,NASDAQ
WABC,Westamerica Bancorp,NASDAQ
WAFD,Washington Federal,NASDAQ
WAFU,Wah Fu Education Group Limited,NASDAQ
WASH,Washington TR Bncorp,NASDAQ
WATT,Energous Corp,NASDAQ
WB,Weibo Corp Ads,NASDAQ
WBA,Walgreens Boots Alliance,NASDAQ
WBND,Western Asset Total Return ETF,NASDAQ
WCLD,Wisdomtree Cloud Computing Fund,NASDAQ
WDAY,Workday Inc,NASDAQ
WDC,Western Digital Cp,NASDAQ
WDFC,W D 40 Company,NASDAQ
WEBK,Wellesley Bncp Inc,NASDAQ
WEN,Wendys Company,NASDAQ
WERN,Werner Enterprise,NASDAQ
WETF,Wisdomtree Invstmnts,NASDAQ
WEYS,Weyco Gp Inc,NASDAQ
WHF,Whitehorse Finance,NASDAQ
WHFBZ,Whitehorse Finance Inc 6.50% Notes Due 2025,NASDAQ
WHLM,Wilhelmina Intl,NASDAQ
WHLR,Wheeler Real Estate,NASDAQ
WHLRD,Wheeler Real Estate Investment Trust Inc,NASDAQ
WHLRP,Wheeler REIT B Pfd,NASDAQ
WIFI,Boingo Wireless Inc,NASDAQ
WILC,G Willi-Food Intl,NASDAQ
WINA,Winmark Corp,NASDAQ
WINC,Western Asset Short Duration Income ETF,NASDAQ
WING,Wingstop Inc,NASDAQ
WINS,Wins Finance Holdings Inc,NASDAQ
WIRE,Encore Wire Cp,NASDAQ
WISA,Summit Semiconductor Inc,NASDAQ
WIX,Wix.com Ltd,NASDAQ
WKHS,Workhorse Grp,NASDAQ
WLDN,Willdan Group Inc,NASDAQ
WLFC,Willis Lease Fin C,NASDAQ
WLTW,Willis Towers Wts,NASDAQ
WMGI,Wright Med Grp NV,NASDAQ
WNEB,Western New England Bancorp Inc,NASDAQ
WOOD,Global Timber & Forestry Ishares ETF,NASDAQ
WORX,Scworx Corp,NASDAQ
WPRT,Westport Fuel Systems Inc,NASDAQ
WRLD,World Acceptance Cp,NASDAQ
WRLS,Pensare Acquisition Corp,NASDAQ
WRLSR,Pensare Acquisition Corp 1/10 Stk,NASDAQ
WRLSU,Pensare Acquisition Corp,NASDAQ
WRLSW,Pensare Acquisition Corp WT,NASDAQ
WRTC,Wrap Technologies Inc,NASDAQ
WSBC,Wesbanco Inc,NASDAQ
WSBF,Waterstone Financial,NASDAQ
WSC,Willscot Corp,NASDAQ
WSFS,WSFS Financial Corp,NASDAQ
WSG,Wanda Sports Group Company Ltd ADR,NASDAQ
WSTG,Wayside Technology,NASDAQ
WSTL,Westell Technologies,NASDAQ
WTBA,West Bancorp,NASDAQ
WTER,Alkaline Water Company Inc,NASDAQ
WTFC,Wintrust Finl Corp,NASDAQ
WTFCM,Wintrust Fin Pref D,NASDAQ
WTRE,Watford Holdings Ltd,NASDAQ
WTREP,Watford Holdings Ltd. 8.5%,NASDAQ
WTRH,Waitr Holdings Inc,NASDAQ
WVE,Wave Life Sci Ord Sh,NASDAQ
WVFC,Wvs Financial Corp,NASDAQ
WVVI,Willamette Valley,NASDAQ
WVVIP,Willamette Valley Vineyards IN,NASDAQ
WW,Weight Watchers International Inc,NASDAQ
WWD,Woodward Inc,NASDAQ
WWR,Westwater Resources,NASDAQ
WYNN,Wynn Resorts Ltd,NASDAQ
XAIR,Beyond Air Inc,NASDAQ
XBIO,Xenetic Biosciences Inc,NASDAQ
XBIOW,Xenetic Biosciences Inc WT,NASDAQ
XBIT,Xbiotech Inc,NASDAQ
XCUR,Exicure Inc,NASDAQ
XEL,XCEL Energy Inc,NASDAQ
XELA,Exela Technologies Inc,NASDAQ
XELB,XCEL Brands,NASDAQ
XENE,Xenon Pharmaceuticals Inc,NASDAQ
XENT,Intersect Ent Inc,NASDAQ
XERS,Xeris Pharmaceuticals Inc,NASDAQ
XFOR,X4 Pharmaceuticals Inc,NASDAQ
XGN,NULL,NASDAQ
XLNX,Xilinx Inc,NASDAQ
XLRN,Acceleron Pharma,NASDAQ
XNCR,Xencor Inc,NASDAQ
XNET,Xunlei Ltd ADR,NASDAQ
XOG,Extraction Oil & Gas Inc,NASDAQ
XOMA,Xoma Corp,NASDAQ
XON,Intrexon Corp,NASDAQ
XONE,The Exone Company,NASDAQ
XPEL,Xpel Technologies,NASDAQ
XPER,Xperi Corp,NASDAQ
XRAY,Dentsply Sirona Inc,NASDAQ
XSPA,Xpresspa Group Inc,NASDAQ
XT,Exponential Technologies Ishares ETF,NASDAQ
XTLB,Xtl Biopharma Ads,NASDAQ
YGYI,Youngevity International Inc,NASDAQ
YI,111 Inc ADR,NASDAQ
YIN,Yintech Investm Ads,NASDAQ
YJ,Yunji Inc,NASDAQ
YLCO,G-X Yieldco Index ETF,NASDAQ
YLDE,Legg Clearbridge Dividend ESG ETF,NASDAQ
YMAB,Y-Mabs Therapeutics Inc,NASDAQ
YNDX,Yandex N.V.,NASDAQ
YORW,York Water Company,NASDAQ
YRCW,YRC Worldwide,NASDAQ
YTEN,Yield10 Bioscience Inc,NASDAQ
YTRA,Yatra Online Inc,NASDAQ
YVR,Liquid Media Group Ltd,NASDAQ
YY,YY Inc,NASDAQ
Z,Zillow Group Cl C,NASDAQ
ZAGG,Zagg Inc,NASDAQ
ZBIO,Ultrapro Short Biotechnology Proshares,NASDAQ
ZBRA,Zebra Technologies,NASDAQ
ZEAL,Zealand Pharma A/S ADR,NASDAQ
ZEUS,Olympic Steel Inc,NASDAQ
ZFGN,Zafgen Inc,NASDAQ
ZG,Zillow Grp Inc Cl A,NASDAQ
ZGNX,Zogenix Inc,NASDAQ
ZION,Zions Bancorp,NASDAQ
ZIONW,Zions Bncrp Wts,NASDAQ
ZIOP,Ziopharm Oncology IN,NASDAQ
ZIV,VS -1X VIX Mid Term,NASDAQ
ZIXI,Zix Corp,NASDAQ
ZKIN,Zk International Group Co. Ltd,NASDAQ
ZLAB,Zai Lab Ltd,NASDAQ
ZM,Zoom Video Communications Cl A,NASDAQ
ZN,Zion Oil & Gas Inc,NASDAQ
ZNGA,Zynga Inc Cl A,NASDAQ
ZS,Zscaler Inc,NASDAQ
ZSAN,Zosano Pharma,NASDAQ
ZUMZ,Zumiez Inc,NASDAQ
ZVO,Zovio Inc,NASDAQ
ZYNE,Zynerba Pharma CS,NASDAQ
ZYXI,Zynex Inc,NASDAQ
A,Agilent Technologies,NYSE
AA,Alcoa Corp,NYSE
AAC,Aac Holdings Inc,NYSE
AAN,Aaron's Inc,NYSE
AAP,Advance Auto Parts Inc,NYSE
AAT,American Assets Trust,NYSE
AB,Alliancebernstein Holding LP,NYSE
ABB,Abb Ltd,NYSE
ABBV,Abbvie Inc,NYSE
ABC,Amerisourcebergen Corp,NYSE
ABEV,Ambev S.A.,NYSE
ABG,Asbury Automotive Group Inc,NYSE
ABM,ABM Industries Incorporated,NYSE
ABR,Arbor Realty Trust,NYSE
ABR-A,Arbor Rlty TR Inc [Abr/Pa],NYSE
